Postcode,Januari 2017,Februari 2017,Maart 2017,April 2017,Mei 2017,Juni 2017,Juli 2017,Augustus 2017,September 2017,Oktober 2017,November 2017,December 2017,Januari 2018,Februari 2018,Maart 2018,April 2018,Mei 2018,Juni 2018,Juli 2018,Augustus 2018,September 2018,Oktober 2018,November 2018,December 2018,Januari 2019,Februari 2019,Maart 2019,April 2019,Mei 2019,Juni 2019,Juli 2019,Augustus 2019,September 2019,Oktober 2019,November 2019,December 2019,Januari 2020,Februari 2020,Maart 2020,April 2020,Mei 2020,Juni 2020,Juli 2020,Augustus 2020,September 2020,Oktober 2020,November 2020,December 2020,Januari 2021,Februari 2021,Maart 2021,April 2021,Mei 2021,Juni 2021,Juli 2021,Augustus 2021,September 2021,Oktober 2021,November 2021,December 2021,Januari 2022,Februari 2022,Maart 2022,April 2022,Mei 2022,Juni 2022,Juli 2022,Augustus 2022,September 2022,Oktober 2022,November 2022,December 2022
1059,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0,8.0,10.0,10.0,11.0,12.0,12.0,12.0,12.0,17.0,16.0,15.0,18.0,18.0,18.0,18.0,18.0,19.0,19.0,19.0,21.0,23.0,23.0,24.0,25.0,25.0,25.0,25.0,26.0,26.0,30.0,31.0,32.0,37.0,37.0,38.0,39.0,36.0,36.0,37.0,37.0,36.0,36.0,40.0,41.0,42.0,43.0,44.0,44.0,46.0,49.0,49.0,49.0,51.0,52.0,52.0,54.0,55.0
1060,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,9.0,12.0,13.0,15.0,16.0,17.0,19.0,19.0,19.0,19.0,21.0,23.0,22.0,22.0,24.0,26.0,26.0,36.0,35.0,34.0,35.0,35.0,35.0,41.0,43.0,43.0,48.0,47.0,49.0,51.0,52.0,52.0,54.0,55.0,56.0,59.0,59.0,59.0,61.0,61.0,61.0,61.0,62.0,62.0,81.0,82.0,86.0,78.0,91.0,93.0,96.0,100.0,101.0,104.0,111.0,132.0,132.0,135.0,138.0,135.0,131.0,132.0,135.0
1061,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,10.0,11.0,13.0,16.0,17.0,18.0,20.0,19.0,20.0,20.0,18.0,18.0,18.0,15.0,15.0,15.0,15.0,16.0,17.0,20.0,20.0,20.0,21.0,21.0,23.0,24.0,24.0,25.0,26.0,27.0,27.0,28.0,28.0,29.0,29.0,30.0,30.0,34.0,35.0,36.0,39.0,40.0,38.0,39.0,41.0,41.0,41.0,46.0,48.0,48.0,49.0,50.0,53.0,53.0,55.0,58.0,59.0,60.0,61.0,60.0,60.0,62.0
1062,4.0,5.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,8.0,11.0,11.0,11.0,12.0,12.0,13.0,15.0,15.0,15.0,16.0,16.0,16.0,17.0,17.0,17.0,17.0,18.0,18.0,20.0,22.0,23.0,26.0,28.0,28.0,37.0,37.0,37.0,38.0,38.0,38.0,39.0,40.0,41.0,41.0,40.0,44.0,51.0,51.0,52.0,53.0,54.0,57.0,59.0,61.0,61.0,62.0,68.0,69.0,72.0,70.0,73.0,77.0,82.0,72.0,71.0,72.0,75.0,78.0,81.0,81.0,88.0
1063,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,9.0,12.0,15.0,15.0,17.0,19.0,19.0,18.0,18.0,18.0,17.0,17.0,17.0,15.0,15.0,15.0,15.0,17.0,17.0,16.0,16.0,16.0,15.0,17.0,17.0,17.0,17.0,18.0,18.0,19.0,19.0,19.0,18.0,19.0,21.0,24.0,23.0,22.0,22.0,24.0,24.0,24.0,25.0,25.0,25.0,26.0,26.0,27.0,28.0,29.0,30.0,30.0,33.0,33.0,35.0,34.0,34.0,34.0,34.0,39.0,40.0,41.0
1064,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,14.0,14.0,15.0,18.0,19.0,19.0,20.0,20.0,21.0,21.0,21.0,22.0,23.0,24.0,24.0,25.0,25.0,25.0,27.0,28.0,28.0,30.0,31.0,32.0,34.0,38.0,38.0,38.0,40.0,40.0,49.0,50.0,51.0,54.0,54.0,54.0,57.0,57.0,58.0,61.0
1065,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,7.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,8.0,8.0,10.0,10.0,12.0,12.0,13.0,13.0,13.0,14.0,14.0,14.0,14.0,18.0,18.0,18.0,19.0,19.0,19.0,21.0,21.0,23.0,24.0,26.0,25.0,26.0,25.0,26.0,27.0,27.0,27.0,27.0,30.0,31.0,32.0,32.0,34.0,34.0,34.0,34.0,34.0
1066,11.0,12.0,12.0,12.0,13.0,14.0,14.0,15.0,17.0,17.0,20.0,23.0,26.0,27.0,28.0,29.0,29.0,28.0,27.0,28.0,31.0,31.0,31.0,31.0,31.0,31.0,32.0,33.0,34.0,36.0,36.0,37.0,38.0,39.0,44.0,55.0,57.0,59.0,61.0,63.0,65.0,68.0,68.0,69.0,69.0,73.0,72.0,76.0,78.0,81.0,82.0,83.0,83.0,82.0,85.0,88.0,88.0,92.0,94.0,103.0,100.0,105.0,112.0,116.0,117.0,125.0,128.0,129.0,131.0,134.0,137.0,140.0
1067,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,16.0,18.0,20.0,19.0,22.0,23.0,23.0,26.0,26.0,26.0,28.0,28.0,28.0,27.0,28.0,28.0,29.0,31.0,32.0,32.0,35.0,35.0,35.0,36.0,38.0,38.0,41.0,44.0,47.0,47.0,48.0,48.0,48.0,47.0,48.0,49.0,48.0,50.0,49.0,51.0,49.0,49.0,49.0,50.0,53.0,55.0,56.0,57.0,58.0,60.0,63.0,66.0,69.0,71.0,75.0,75.0,86.0,88.0,91.0,93.0,98.0,101.0,103.0
1068,6.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,7.0,8.0,10.0,11.0,10.0,11.0,11.0,12.0,13.0,13.0,14.0,14.0,15.0,15.0,16.0,16.0,16.0,17.0,18.0,19.0,19.0,20.0,21.0,22.0,24.0,26.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,30.0,31.0,33.0,35.0,35.0,35.0,37.0,38.0,38.0,40.0,42.0,43.0,45.0,47.0,48.0,49.0,53.0,56.0,58.0,59.0,62.0,64.0,66.0,69.0,67.0,69.0,70.0,71.0
1069,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,13.0,13.0,15.0,18.0,24.0,24.0,26.0,28.0,31.0,30.0,29.0,28.0,27.0,26.0,25.0,25.0,26.0,26.0,27.0,27.0,30.0,33.0,32.0,32.0,34.0,36.0,36.0,40.0,42.0,46.0,48.0,47.0,48.0,49.0,52.0,52.0,55.0,55.0,59.0,68.0,69.0,70.0,71.0,71.0,71.0,76.0,78.0,81.0,86.0,82.0,88.0,90.0,91.0,92.0,97.0,98.0,103.0,106.0,108.0,113.0,112.0,114.0,117.0,122.0
1070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,22.0,24.0,25.0,25.0,26.0,27.0,26.0,29.0,34.0,34.0,35.0,38.0,38.0,38.0,38.0,38.0,39.0,39.0,42.0,43.0,43.0,42.0,45.0,51.0,49.0,50.0,52.0,52.0,55.0,55.0,56.0,58.0,62.0,63.0,67.0,76.0,78.0,79.0,80.0,81.0,83.0,83.0,89.0,89.0,90.0,90.0,91.0,97.0,99.0,102.0,102.0,105.0,107.0,110.0,115.0,121.0,127.0,125.0,127.0,135.0,137.0,140.0,147.0,155.0,160.0,166.0,165.0,166.0,174.0,179.0,181.0,183.0
1072,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,6.0,7.0,8.0,8.0,9.0,10.0,11.0,12.0,13.0,13.0,16.0,16.0,17.0,18.0,18.0,20.0,23.0,23.0,23.0,29.0,30.0,31.0,32.0,32.0,32.0,33.0,33.0,35.0,37.0,38.0,39.0,41.0,41.0,41.0,43.0,43.0,45.0,48.0,50.0,48.0,51.0,53.0,55.0,58.0,55.0,59.0,61.0,61.0,63.0,65.0,66.0,68.0,70.0,69.0,71.0,72.0
1073,3.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,7.0,6.0,6.0,7.0,8.0,8.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,10.0,10.0,12.0,15.0,17.0,18.0,19.0,21.0,23.0,23.0,23.0,24.0,24.0,24.0,25.0,25.0,28.0,28.0,30.0,31.0,32.0,33.0,33.0,35.0,35.0,34.0,34.0,35.0,35.0,37.0,40.0,42.0,44.0,42.0,46.0,48.0,49.0,52.0,55.0,57.0,58.0,61.0,61.0,61.0,62.0
1074,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,11.0,11.0,13.0,13.0,14.0,14.0,15.0,15.0,18.0,18.0,18.0,21.0,21.0,22.0,26.0,26.0,27.0,27.0,27.0,27.0,28.0,28.0,27.0,27.0,28.0,28.0,29.0,30.0,28.0,30.0,28.0,33.0,33.0,34.0,34.0,34.0,38.0,38.0,39.0,39.0,38.0,41.0,42.0,41.0,46.0,48.0,49.0,50.0,49.0,49.0,51.0
1075,10.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,14.0,14.0,16.0,18.0,20.0,23.0,23.0,26.0,28.0,29.0,30.0,37.0,39.0,40.0,42.0,44.0,46.0,50.0,53.0,54.0,56.0,58.0,59.0,69.0,73.0,72.0,72.0,74.0,74.0,78.0,78.0,82.0,84.0,84.0,85.0,94.0,94.0,96.0,97.0,100.0,101.0,104.0,106.0,109.0,108.0,110.0,112.0,117.0,116.0,120.0,124.0,124.0,124.0,130.0,131.0,131.0,135.0,140.0,145.0,149.0
1076,7.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,11.0,12.0,12.0,12.0,15.0,15.0,16.0,16.0,16.0,16.0,17.0,18.0,18.0,18.0,20.0,21.0,25.0,25.0,28.0,33.0,34.0,35.0,38.0,39.0,39.0,44.0,44.0,46.0,47.0,48.0,48.0,50.0,51.0,50.0,52.0,54.0,56.0,60.0,62.0,61.0,61.0,61.0,61.0,63.0,65.0,68.0,71.0,76.0,77.0,82.0,84.0,86.0,88.0,90.0,92.0,94.0,94.0,95.0,95.0,96.0,97.0,101.0
1077,33.0,33.0,35.0,35.0,35.0,35.0,34.0,38.0,40.0,41.0,41.0,44.0,47.0,49.0,49.0,51.0,54.0,58.0,60.0,62.0,62.0,62.0,64.0,72.0,71.0,71.0,75.0,75.0,75.0,80.0,81.0,83.0,85.0,85.0,89.0,99.0,102.0,92.0,94.0,93.0,96.0,96.0,96.0,101.0,103.0,106.0,107.0,120.0,121.0,121.0,123.0,124.0,126.0,127.0,130.0,136.0,139.0,145.0,152.0,157.0,161.0,165.0,170.0,171.0,173.0,177.0,179.0,181.0,184.0,186.0,188.0,192.0
1078,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,9.0,10.0,12.0,12.0,12.0,12.0,13.0,17.0,18.0,19.0,20.0,23.0,21.0,22.0,22.0,22.0,25.0,24.0,25.0,30.0,31.0,30.0,31.0,31.0,30.0,33.0,34.0,38.0,40.0,42.0,43.0,43.0,45.0,45.0,46.0,46.0,46.0,47.0,49.0,54.0,61.0,66.0,70.0,73.0,75.0,78.0,80.0,84.0,86.0,87.0,92.0,94.0,96.0,99.0,98.0,98.0
1079,7.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,8.0,8.0,8.0,9.0,11.0,11.0,11.0,12.0,12.0,13.0,14.0,16.0,16.0,18.0,18.0,19.0,20.0,20.0,21.0,21.0,22.0,22.0,22.0,21.0,22.0,25.0,28.0,29.0,30.0,29.0,28.0,30.0,31.0,35.0,36.0,38.0,40.0,44.0,45.0,46.0,49.0,54.0,58.0,59.0,63.0,64.0,67.0,63.0,66.0,71.0,68.0,69.0,74.0
1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,12.0,12.0,13.0,13.0,13.0,14.0,15.0,15.0,16.0,15.0,15.0,16.0,16.0,16.0,19.0,21.0,21.0,23.0,23.0,26.0,28.0,28.0,29.0,31.0,32.0,33.0,33.0,30.0,31.0,33.0,33.0,34.0,34.0,36.0,39.0,47.0,47.0,50.0,53.0,53.0,53.0,53.0,54.0,56.0,60.0,63.0,62.0,67.0,68.0,68.0,70.0,71.0,71.0,71.0,72.0,75.0,78.0,76.0,80.0,82.0,82.0,82.0,84.0,88.0,87.0,89.0,91.0,91.0,94.0,97.0,101.0,104.0
1082,56.0,59.0,60.0,60.0,64.0,64.0,65.0,66.0,68.0,69.0,70.0,69.0,69.0,72.0,78.0,79.0,81.0,87.0,90.0,96.0,101.0,107.0,108.0,122.0,127.0,130.0,145.0,148.0,158.0,176.0,191.0,199.0,238.0,244.0,291.0,434.0,438.0,454.0,490.0,501.0,516.0,544.0,563.0,596.0,663.0,700.0,743.0,877.0,881.0,889.0,897.0,910.0,932.0,978.0,996.0,1012.0,1039.0,1081.0,1103.0,1185.0,1191.0,1195.0,1217.0,1222.0,1233.0,1239.0,1244.0,1256.0,1269.0,1272.0,1275.0,1293.0
1083,352.0,349.0,347.0,346.0,344.0,343.0,343.0,343.0,343.0,343.0,335.0,334.0,334.0,334.0,331.0,331.0,332.0,330.0,330.0,331.0,333.0,332.0,331.0,367.0,369.0,352.0,336.0,335.0,331.0,348.0,347.0,349.0,342.0,339.0,334.0,345.0,344.0,340.0,332.0,327.0,324.0,352.0,347.0,347.0,347.0,291.0,337.0,348.0,342.0,343.0,398.0,391.0,441.0,453.0,439.0,433.0,480.0,477.0,477.0,479.0,484.0,485.0,485.0,506.0,508.0,513.0,510.0,513.0,515.0,516.0,512.0,516.0
1086,8.0,8.0,10.0,10.0,10.0,10.0,11.0,12.0,12.0,12.0,13.0,18.0,18.0,18.0,18.0,17.0,17.0,18.0,19.0,21.0,23.0,23.0,24.0,24.0,25.0,26.0,28.0,28.0,28.0,31.0,32.0,32.0,32.0,33.0,33.0,42.0,42.0,42.0,43.0,43.0,44.0,44.0,45.0,44.0,44.0,48.0,48.0,50.0,49.0,49.0,51.0,52.0,52.0,55.0,54.0,55.0,57.0,61.0,60.0,60.0,59.0,60.0,63.0,63.0,62.0,62.0,69.0,71.0,75.0,78.0,82.0,85.0
1087,23.0,23.0,25.0,25.0,25.0,25.0,26.0,26.0,27.0,29.0,30.0,32.0,35.0,37.0,40.0,41.0,42.0,44.0,46.0,46.0,49.0,50.0,51.0,56.0,58.0,60.0,65.0,65.0,67.0,73.0,74.0,79.0,89.0,88.0,93.0,101.0,102.0,106.0,113.0,114.0,115.0,122.0,124.0,127.0,128.0,132.0,136.0,145.0,152.0,155.0,156.0,159.0,162.0,166.0,168.0,166.0,169.0,177.0,181.0,190.0,192.0,198.0,204.0,212.0,217.0,223.0,225.0,233.0,238.0,244.0,250.0,263.0
1090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,7.0,8.0,7.0,9.0,11.0,11.0,12.0,12.0,12.0,12.0,13.0,14.0,13.0,13.0,13.0,13.0,14.0,15.0,18.0,17.0,19.0,20.0,22.0,25.0,26.0,25.0,26.0,27.0,27.0,28.0,29.0,29.0,30.0,34.0,38.0,37.0,37.0,38.0,38.0,40.0,40.0,42.0,46.0,46.0,48.0,49.0,49.0,52.0,56.0,59.0,60.0,64.0,67.0,70.0,69.0,70.0,71.0,74.0,78.0,80.0
1092,3.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,7.0,7.0,7.0,11.0,11.0,11.0,16.0,16.0,18.0,18.0,18.0,19.0,20.0,20.0,20.0,21.0,21.0,22.0,24.0,25.0,26.0,27.0,27.0,29.0,29.0,30.0,30.0,30.0,32.0,34.0,33.0,33.0,33.0,37.0,37.0,37.0,36.0,40.0,42.0,42.0,45.0,45.0,45.0,46.0,46.0,44.0,44.0,42.0,42.0,43.0,46.0,49.0,50.0,52.0,52.0,45.0,44.0,45.0
1093,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,6.0,6.0,7.0,10.0,10.0,10.0,9.0,9.0,9.0,10.0,10.0,11.0,10.0,9.0,11.0,13.0,14.0,15.0,16.0,16.0,16.0,16.0,16.0,16.0,21.0,20.0,21.0,21.0,21.0,21.0,21.0,21.0,22.0,23.0,23.0,24.0,28.0,28.0,28.0,28.0,28.0,29.0,31.0,32.0,33.0,34.0,30.0,29.0,31.0,29.0,29.0,31.0,29.0,32.0,35.0,32.0,34.0,35.0,38.0,36.0,38.0
1094,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,12.0,13.0,14.0,15.0,14.0,14.0,14.0,15.0,15.0,17.0,17.0,17.0,17.0,16.0,17.0,18.0,22.0,23.0,23.0,23.0,26.0,29.0,29.0,29.0,31.0,28.0,28.0,29.0
1095,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,8.0,7.0,7.0,8.0,9.0,9.0,9.0,10.0,10.0,10.0,12.0,11.0,12.0,13.0,13.0,13.0,14.0,15.0,15.0,16.0,18.0,18.0,20.0,20.0,22.0,22.0,22.0,26.0,26.0,26.0,28.0,28.0,30.0,30.0,32.0,35.0,36.0,39.0,43.0,44.0,48.0,49.0,51.0,52.0,58.0,59.0,62.0
1096,15.0,18.0,18.0,19.0,19.0,20.0,20.0,21.0,26.0,27.0,27.0,27.0,28.0,34.0,34.0,34.0,36.0,38.0,39.0,39.0,42.0,45.0,48.0,49.0,47.0,54.0,55.0,59.0,63.0,66.0,71.0,77.0,82.0,82.0,85.0,92.0,94.0,97.0,97.0,98.0,103.0,105.0,105.0,107.0,109.0,110.0,111.0,127.0,127.0,129.0,136.0,139.0,141.0,144.0,150.0,161.0,165.0,169.0,169.0,172.0,177.0,179.0,182.0,183.0,187.0,188.0,192.0,194.0,197.0,198.0,200.0,204.0
1097,12.0,12.0,12.0,12.0,13.0,14.0,14.0,17.0,18.0,19.0,19.0,19.0,19.0,19.0,20.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,24.0,26.0,26.0,26.0,26.0,26.0,25.0,26.0,30.0,30.0,30.0,36.0,38.0,38.0,40.0,41.0,41.0,44.0,46.0,48.0,47.0,46.0,46.0,46.0,47.0,49.0,49.0,49.0,50.0,244.0,254.0,358.0,360.0,398.0,673.0,987.0,985.0,1086.0,1086.0,1091.0,1095.0,1098.0,3386.0,4472.0,4524.0,4505.0,4489.0,4687.0
1098,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,12.0,13.0,13.0,15.0,15.0,16.0,16.0,16.0,16.0,17.0,17.0,18.0,20.0,21.0,21.0,24.0,28.0,28.0,29.0,29.0,32.0,31.0,34.0,34.0,36.0,38.0,42.0,49.0,48.0,48.0,50.0,50.0,50.0,52.0,54.0,54.0,58.0,59.0,61.0,68.0,71.0,71.0,73.0,73.0,72.0,74.0,76.0,75.0,78.0,81.0,87.0,91.0,90.0,91.0,93.0,96.0,103.0,108.0,104.0,110.0,113.0,117.0,119.0,125.0
1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1101,21.0,21.0,21.0,33.0,35.0,41.0,63.0,69.0,73.0,76.0,75.0,74.0,76.0,78.0,79.0,78.0,74.0,77.0,79.0,82.0,84.0,81.0,82.0,102.0,93.0,94.0,98.0,99.0,93.0,93.0,95.0,94.0,89.0,94.0,97.0,155.0,155.0,166.0,169.0,173.0,173.0,178.0,181.0,192.0,199.0,227.0,260.0,327.0,321.0,365.0,375.0,393.0,393.0,385.0,385.0,430.0,439.0,450.0,452.0,536.0,490.0,484.0,463.0,462.0,490.0,477.0,511.0,513.0,518.0,534.0,556.0,597.0
1102,70.0,74.0,81.0,90.0,90.0,91.0,88.0,85.0,89.0,91.0,98.0,99.0,112.0,114.0,122.0,133.0,139.0,147.0,153.0,159.0,165.0,182.0,202.0,216.0,244.0,256.0,300.0,323.0,342.0,377.0,388.0,408.0,456.0,461.0,492.0,580.0,583.0,592.0,600.0,602.0,605.0,609.0,613.0,619.0,627.0,639.0,656.0,688.0,691.0,693.0,698.0,701.0,710.0,732.0,753.0,758.0,764.0,780.0,793.0,869.0,876.0,883.0,890.0,897.0,905.0,914.0,925.0,932.0,945.0,948.0,957.0,996.0
1103,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,8.0,7.0,8.0,8.0,7.0,8.0,9.0,10.0,10.0,10.0,10.0,10.0,11.0,12.0,13.0,13.0,13.0,13.0,13.0,14.0,15.0,16.0,15.0,15.0,17.0,18.0,18.0,20.0,20.0,21.0,22.0,26.0,27.0,29.0,30.0,31.0,32.0,33.0,35.0,37.0,39.0,44.0,46.0,49.0,50.0,52.0,50.0,51.0,55.0
1104,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,6.0,8.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,13.0,13.0,13.0,12.0,12.0,13.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,18.0,19.0,18.0,21.0,23.0,22.0,22.0,22.0,23.0,23.0,24.0,26.0,29.0,28.0,30.0,31.0,33.0,34.0,37.0,38.0,37.0,38.0,37.0,38.0,41.0,41.0,42.0,46.0
1105,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,4.0,4.0,5.0,5.0,5.0,6.0,7.0,6.0,6.0,7.0,11.0,28.0,34.0,54.0,42.0,43.0,71.0,44.0,47.0,44.0,40.0,41.0,38.0,44.0,30.0,25.0,28.0,32.0,30.0,33.0,43.0,35.0,36.0,45.0,44.0,73.0,63.0,62.0,61.0,53.0,55.0,59.0,52.0,54.0,56.0,62.0,62.0,67.0
1106,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,5.0,6.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,8.0,8.0,8.0,8.0,9.0,11.0,12.0,13.0,15.0,14.0,14.0,14.0,15.0,16.0,16.0,16.0,19.0,20.0,21.0,22.0,23.0,25.0,25.0,27.0,32.0,34.0,36.0,39.0,43.0,48.0,50.0,49.0,53.0,57.0,60.0,68.0,69.0,71.0,72.0,71.0,72.0,74.0
1107,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,11.0,10.0,10.0,10.0,12.0,12.0,11.0,13.0,12.0,14.0,16.0,16.0,17.0,17.0,17.0,18.0,18.0
1108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,9.0,8.0,8.0
1109,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,10.0,11.0,14.0,13.0,14.0,13.0,13.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0,14.0,15.0,16.0
